1,1; 1.53288283047, -2.26686629055, 2.16663021418; 0,3,1;

0,1; 1.53393832194, -2.28961387285, 1.41785683745; 0,2,1;

0,1; 1.54219304888, -2.28653285214, -2.81998487244; 0,9,1;

1,2; 2.9338286021, 3.10373294848, -0.0846048364354; 0,7,1;

1,3; 3.62228565786, -0.271802596004, 1.22044399329; 0,2,1;

0,3; 3.6201615085, -0.276539175692, -0.500441877501; 0,2,1;

1,4; 2.13528480285, 1.31377639481, -1.55950831805; 0,7,1;

0,4; 2.13454210772, 1.29897761759, -1.62994083033; 0,2,1;

0,4; 2.10883120885, 1.31043236219, 2.91111485119; 0,2,1;

1,5; 0.291010541932, 3.39775560151, -2.41705084895; 0,2,1;

0,5; 0.287713122653, 3.39965900102, 1.34031631044; 0,2,1;

0,5; 0.294698395896, 3.38545409222, -0.589866825329; 0,2,1;

0,5; 0.290586997237, 3.39364334268, 0.0383749900798; 0,2,1;

0,5; 0.256447580707, 3.38129324088, 2.07455725182; 0,5,1;

1,6; -4.07946754648, -1.26647682001, -0.361592305734; 0,2,1;

1,7; 0.481802950673, 2.15182311532, 2.04429732533; 0,2,1;

0,7; 0.491632693534, 2.11989125713, 3.05908187489; 0,5,1;

1,8; 2.45224100674, -1.46606355796, -0.314890746505; 0,2,1;

0,8; 2.44923390966, -1.44281166153, -2.11331786571; 0,5,1;

0,8; 2.46303459162, -1.43749792122, 1.0024095238; 0,7,1;

0,8; 2.45168189674, -1.44168959406, 0.652626142719; 0,2,1;

1,9; -2.1851106396, -2.45747741797, -1.62213899511; 0,9,1;

0,9; -1.71207100049, 2.00508998492, -3.28639537579; 0,5,1;

1,10; 2.85454136975, -1.77528834138, -2.62710792039; 0,2,1;

0,10; 2.85547315737, -1.77547192976, -1.2230299244; 0,2,1;

1,11; -2.60579928472, -1.17430998827, 0.0190580241263; 0,2,1;

0,11; -2.59179151762, -1.17848454597, 1.97218960449; 0,5,1;

0,11; -2.60386165737, -1.17627477601, 0.0708682371304; 0,3,1;

1,12; 0.596618096348, 2.59058912094, -0.92559841741; 0,2,1;

0,12; 0.597748472839, 2.58090004621, 2.15034065524; 0,7,1;

0,12; 0.595682949941, 2.6053507258, 1.63495224424; 0,2,1;

1,13; 3.59690923146, 1.22132384935, -0.880434584221; 0,3,1;

0,13; 3.60317138773, 1.29968142446, 1.11924154604; 0,9,1;

1,14; 0.955853982399, -0.621592253552, 0.110212546427; 0,2,1;

0,14; 0.957388747032, -0.618372441274, -2.35568722649; 0,7,1;

0,14; 0.959824721587, -0.622770424982, 2.09471616481; 0,2,1;

0,14; 0.961558162295, -0.605120455833, -1.73289162121; 0,2,1;

0,14; 0.958647412855, -0.619105337786, -2.72794041121; 0,2,1;

0,14; 0.957784319559, -0.620559792308, -1.36599837813; 0,3,1;

0,14; 0.962446590973, -0.623760969761, -0.939329543402; 0,7,1;

2,0; -0.800037634686, 2.67681761372, -0.112605409955; 0,2,1;

0,0; -0.836842574835, 2.61990894265, 0.685604549302; 0,2,1;

0,0; -0.837390327005, 2.61784209122, 0.519030592069; 0,2,1;

0,0; -0.835866563694, 2.61288754747, -1.96536967629; 0,2,1;

1,1; -0.58002511572, 1.49019105973, 1.64056731002; 0,2,1;

0,1; -0.582107481979, 1.49593432923, 3.13403257517; 0,2,1;

0,1; -0.576653881475, 1.50668256425, -3.32325881045; 0,2,1;

1,2; 2.94936780593, -2.25029813262, -2.02756529404; 0,7,1;

0,2; 2.96075204678, -2.24867833452, -0.0960275950735; 0,2,1;

1,3; -2.89463656994, -2.04904332089, 0.794249138748; 0,2,1;

0,3; -2.90922089176, -2.05142049961, 2.11872482866; 0,9,1;

1,4; -0.180949660822, -0.300195769527, 3.58912566236; 0,7,1;

0,4; -0.204742520313, -0.29877845585, 3.95359357345; 0,5,1;

1,5; -4.25083821536, 0.367946073149, -0.305727048385; 0,2,1;

0,5; -4.24713470731, 0.373383537092, -0.171159792001; 0,7,1;

0,5; -4.25622413896, 0.366223053951, -0.337143587495; 0,2,1;

1,6; -3.08352462511, -0.991804852282, 0.735238940275; 0,2,1;

0,6; -3.07714219838, -0.958740464998, -0.828702598896; 0,9,1;

0,6; -3.07775132361, -0.978577899515, 1.26411101659; 0,2,1;

0,6; -3.07583319322, -0.991569138655, -2.28204830059; 0,9,1;

0,6; -3.08550948375, -0.994168255346, 2.41977045018; 0,2,1;

0,6; -3.0802068004, -0.992322392803, 2.74362432503; 0,2,1;

0,6; -3.08273151342, -0.990470290993, 0.599284784278; 0,2,1;

1,7; 0.15055407877, -2.62241505255, -1.30638911926; 0,2,1;

1,8; -1.22371581772, 0.881798461372, -1.22688703061; 0,3,1;

0,8; -1.21860948318, 0.883254782329, -3.76765803689; 0,2,1;

0,8; -1.17685060513, 1.02509003498, -0.733899249738; 0,2,1;

0,8; -1.2226006439, 0.879515789501, -1.28214142373; 0,2,1;

0,8; -1.21838731755, 0.87231022645, 0.453672872326; 0,2,1;

0,8; -1.22166127147, 0.884546877113, 3.70622054555; 0,2,1;

1,9; -2.67212437266, 0.461686054015, 0.850075544422; 0,7,1;

0,9; -2.67371008723, 0.464768561272, 0.395440561674; 0,9,1;

2,0; 3.4099471753, 2.22670972908, -0.80995129523; 0,7,1;

0,0; 3.41436205063, 2.24761676576, 0.719356547368; 0,2,1;

1,1; 1.30760963035, -1.10597047908, -1.37457683972; 0,2,1;

1,2; -3.19771179465, -1.41135983761, -0.643152280957; 0,2,1;

0,2; -3.19813069076, -1.41116960836, 1.32099928966; 0,3,1;

1,3; -1.56505346797, 2.70715477878, -1.75392655831; 0,2,1;

0,3; -1.57559844944, 2.72327133264, -0.317676961655; 0,2,1;

0,3; -1.56811823347, 2.71722132145, -0.456469779295; 0,7,1;

0,3; -1.58973347607, 2.7150337101, 0.259386498519; 0,3,1;

0,3; -1.57446116972, 2.70785011713, -0.164410130201; 0,2,1;

1,4; 0.938748437914, -2.9358776335, 0.514980194438; 0,9,1;

0,4; 0.945256263339, -2.93755830172, 1.32626592736; 0,2,1;

0,4; 0.954510457182, -2.94787040871, -2.8720235655; 0,5,1;

0,4; 0.512328601005, -2.8529167154, 0.530540967583; 0,2,1;

1,5; -1.48480476493, -2.01363584523, 3.51903053448; 0,2,1;

0,5; -1.48913566622, -2.00805561958, -3.35266787781; 0,2,1;

0,5; -1.42072306095, -1.95154523861, -1.73946720051; 0,2,1;

1,6; -1.09182325489, 3.83913055792, 1.35235820117; 0,5,1;

1,7; 0.290597448374, -2.97311801801, -1.98871196793; 0,2,1;

1,8; 1.18992713076, 2.70977064867, -0.503966761145; 0,2,1;

0,8; 1.17516323105, 2.69312768393, -0.0256176961998; 0,9,1;

0,8; 1.17804186994, 2.68080294343, 0.867821956646; 0,2,1;

0,8; 1.17209093759, 2.69196724451, 2.82878359012; 0,5,1;

0,8; 1.17706969522, 2.698056655, -1.47606083392; 0,9,1;

1,9; 0.0875199091284, 1.3050264078, -0.688091406026; 0,2,1;

0,9; 0.0903906846422, 1.30968127951, -3.92105643818; 0,2,1;

0,9; 0.0862302086965, 1.30785552222, 0.861265409404; 0,2,1;

0,9; 0.0911453681327, 1.31385205849, 2.19647822789; 0,3,1;

0,9; 0.0883335066181, 1.31220044654, -3.8419163435; 0,7,1;

1,10; -0.350776949427, -0.298746461474, -3.69452870682; 0,7,1;

0,10; -0.355350655201, -0.303460327591, 3.84086233008; 0,2,1;

0,10; -0.340896939082, -0.296246916578, -1.15986252929; 0,3,1;

0,10; -0.347657834915, -0.296460144824, -3.99551940602; 0,2,1;

0,10; -0.339409163524, -0.310017641667, 2.34060689744; 0,3,1;

1,11; 0.0733982965396, 3.07307153139, -2.71109927962; 0,9,1;

0,11; 0.0889928924988, 3.06877731073, -2.2219902079; 0,3,1;

0,11; 0.0811672678494, 3.06935987807, 2.15630096432; 0,2,1;

2,0; 1.30396516689, 2.91392304579, -2.32183040218; 0,2,1;

0,0; 1.30819882538, 2.92533097263, 1.6365831939; 0,2,1;

1,1; -3.68813654675, 1.0355643842, 1.21056230205; 0,5,1;

0,1; -3.68687254021, 1.0144449355, -1.74447919479; 0,2,1;

0,1; -3.67530030179, 1.02634829405, -1.05692917369; 0,3,1;

0,1; -3.68479805759, 1.04727178017, -0.571500577127; 0,9,1;

1,2; 1.05562537159, -1.96435058703, 1.8378023023; 0,2,1;

0,2; 1.05839729576, -2.00581302008, -1.17956396953; 0,7,1;

0,2; 1.05518781491, -1.9652008335, 3.20151413253; 0,2,1;

0,2; 1.07803832645, -1.96426369623, -1.65653013973; 0,5,1;

0,2; 1.05738616441, -1.97766346972, 3.32548973486; 0,2,1;

0,2; 1.05626111522, -1.96859390156, -3.39913884148; 0,7,1;

0,2; 1.06498941085, -1.97779599748, 2.32056267978; 0,3,1;

1,3; 1.66026084299, 1.14789409983, 1.69320307058; 0,2,1;

0,3; 1.66263677006, 1.15382835358, 1.47470436095; 0,9,1;

0,3; 1.65990352664, 1.15081505399, 1.06362407041; 0,2,1;

1,4; -0.296095401623, 3.4400019007, -0.401932626721; 0,2,1;

1,5; 3.43686688283, -0.378580620461, 0.576176580408; 0,9,1;

0,5; 3.43789482341, -0.371293514688, -0.832792733095; 0,2,1;

0,5; 3.43327042096, -0.364789259426, -2.47488240727; 0,2,1;

1,6; -1.82305777609, -0.690183525914, -1.53129597701; 0,2,1;

0,6; -1.82194532572, -0.695144406058, -1.00157823599; 0,3,1;

0,6; -1.83866593534, -0.693674151813, -0.436605363225; 0,7,1;

1,7; 1.66138016098, 3.43842767084, -0.931341097766; 0,2,1;

0,7; 1.64988220224, 3.44429144674, 0.787084821508; 0,9,1;

1,8; -0.90552480219, -0.283655918112, 2.80076595149; 0,5,1;

0,8; -0.836454381584, -0.279315340475, 3.52146845244; 0,5,1;

0,8; -0.836653101639, -0.274991676884, 1.76132834329; 0,2,1;

0,8; -0.842616318819, -0.280641976744, 3.63490944549; 0,7,1;

0,8; -0.841380313014, -0.279001714337, 1.33230094101; 0,2,1;

0,8; -0.841419330621, -0.266900190515, 3.9992571144; 0,2,1;

1,9; -0.749807750135, -2.63852474909, 0.0024622788379; 0,2,1;

1,10; 2.38193805274, 0.235349138184, 1.86683270617; 0,2,1;

0,10; 2.38880869924, 0.246509523568, 2.65120475775; 0,7,1;

0,10; 2.39549944893, 0.247168327008, -1.07533012645; 0,2,1;

0,10; 2.38843914556, 0.243911166668, 2.69156360459; 0,2,1;

1,11; 0.310197815643, -0.841725896338, 3.00517987278; 0,9,1;

1,12; 0.517081747708, 4.19243323066, -0.819099952186; 0,3,1;

0,12; 0.542122893995, 4.08669354457, -0.368426321064; 0,2,1;

0,12; 0.545274796501, 4.09655133522, 1.23925365859; 0,5,1;

1,13; 2.27397544183, -0.37357675231, 2.93194860244; 0,2,1;

0,13; 2.27935472268, -0.363667784954, -1.27248482006; 0,2,1;

0,13; 2.27745068947, -0.364709071022, -2.88039063472; 0,5,1;

2,0; 0.324499400222, -4.1647977619, -0.65986057287; 0,2,1;

0,0; 0.330633416489, -4.16263837022, -0.412766240438; 0,2,1;

0,0; 0.343479094551, -4.18098750751, -0.638244861798; 0,2,1;

1,1; 3.80358816761, 0.607407506127, 0.783263803241; 0,2,1;

0,1; 3.80268819991, 0.605733396849, 0.294139032741; 0,3,1;

0,1; 3.8127501534, 0.601844497849, 1.67747231872; 0,5,1;

0,1; 3.80183910113, 0.608823553128, 0.513484093209; 0,9,1;

1,2; 4.1651162779, -0.408685627048, -0.324125906699; 0,7,1;

1,3; 3.21287084937, 1.69328582165, 0.352205618403; 0,2,1;

0,3; 3.21779553411, 1.6918111345, 0.461897501455; 0,2,1;

0,3; 3.21196528685, 1.69413197012, -2.16634029799; 0,3,1;

1,4; 1.26631118898, 0.348353277596, -1.91021228871; 0,2,1;

0,4; 1.26380475001, 0.351989415252, 1.81796959709; 0,3,1;

0,4; 1.29385219152, 0.331049702164, 1.76135898359; 0,2,1;

0,4; 1.26225605608, 0.352269419816, -1.93302806515; 0,2,1;

0,4; 1.26831731205, 0.35060492672, -3.26599759682; 0,9,1;

0,4; 1.26477831854, 0.338202550054, -0.965309010771; 0,2,1;

0,4; 1.2645211266, 0.359158769713, 2.73073294926; 0,2,1;

1,5; 3.40731682022, 2.41173205074, -0.178896378717; 0,2,1;

0,5; 3.42323428429, 2.39206764377, 0.327587803631; 0,2,1;

1,6; 1.42856415901, -3.00963874177, -2.10562278808; 0,7,1;

0,6; 1.4163833588, -3.01297832202, -0.142128767379; 0,2,1;

1,7; -0.536819507926, -2.45049570372, 2.85651583609; 0,2,1;

0,7; -0.539732183812, -2.46043468793, -2.50286390144; 0,2,1;

0,7; -0.535281660973, -2.4495002512, -0.157310231466; 0,9,1;

2,0; 0.505653359794, 1.95185297248, 1.84807419199; 0,2,1;

0,0; 0.510346271393, 1.94677089198, 3.25251861998; 0,5,1;

1,1; -0.823060521172, -0.149006393282, -1.29839554433; 0,9,1;

0,1; -0.824876600076, -0.119709753711, 0.498377104487; 0,7,1;

0,1; -0.818269857336, -0.141456794379, -1.13471064936; 0,9,1;

1,2; -3.33881070141, -0.260489703191, -0.659055967495; 0,2,1;

0,2; -3.33406984025, -0.264561752807, 1.41387181982; 0,2,1;

0,2; -3.33008098142, -0.262386434144, 1.67055711638; 0,2,1;

0,2; -3.34802180772, -0.258701233819, 2.0102372137; 0,2,1;

0,2; -3.33891585924, -0.261148111718, -1.04036044392; 0,2,1;

0,2; -3.33247616828, -0.265408830876, 0.398503797657; 0,2,1;

0,2; -3.33898678088, -0.255529643422, -1.25787948972; 0,2,1;

1,3; 2.34849009682, 2.51278344556, -0.659173530245; 0,2,1;

0,3; 2.35046227466, 2.50925453324, 1.24720794373; 0,3,1;

0,3; 2.34300343558, 2.50909683217, -0.540492063538; 0,7,1;

1,4; 0.39521813599, 3.9323350971, -1.52541762782; 0,7,1;

0,4; 0.384853416271, 3.91493351694, 1.03063754974; 0,5,1;

1,5; -1.41540621493, -0.967828306288, 1.64424832125; 0,2,1;

0,5; -1.41637987457, -0.971927138387, 2.05184157571; 0,2,1;

0,5; -1.39482457094, -0.967255207867, 0.222869156421; 0,3,1;

0,5; -1.41150000306, -0.960737697178, 1.54937905143; 0,9,1;

1,6; 1.83665340147, 1.95504442455, 0.923556689106; 0,2,1;

0,6; 1.83760258356, 1.95833473571, -2.28386452675; 0,3,1;

0,6; 2.02060488351, 2.07196259732, -2.85091568181; 0,2,1;

1,7; -0.152961233022, -3.40411143623, -0.349623588845; 0,3,1;

0,7; -0.151217820798, -3.40931817109, -1.40233066936; 0,5,1;

1,8; 0.235775325532, -1.07948115409, -3.27104095994; 0,2,1;

0,8; 0.249312769114, -1.08943540988, -4.01224500608; 0,2,1;

0,8; 0.2504907021, -1.07046284603, -3.1187536494; 0,2,1;

0,8; 0.23619331756, -1.08771270093, 2.98432567605; 0,3,1;

0,8; 0.245421171628, -1.07893794576, 3.66739997839; 0,2,1;

1,9; 2.26526099249, -2.4826405655, -1.52907941456; 0,5,1;

0,9; 2.2660211959, -2.47594500184, -0.817739868977; 0,2,1;

0,9; 2.26572480858, -2.47300693621, -0.953251736839; 0,2,1;

1,10; -2.49891812699, -1.05250810903, 0.0963771460582; 0,3,1;

0,10; -2.51300562328, -1.05570603664, 0.997427419138; 0,2,1;

0,10; -2.50868906075, -1.05386983604, 0.742450016321; 0,2,1;

